   50.0000000000    50.0000000000 
   60.0000000000    50.0000000000 
   55.0000000000    60.0000000000 
   40.0000000000    60.0000000000 
   40.0000000000    40.0000000000 
   55.0000000000    40.0000000000 
   60.0000000000    50.0000000000 
   50.0000000000    50.0000000000 


  100.0000000000    50.0000000000 
  110.0000000000    50.0000000000 
  105.0000000000    60.0000000000 
   90.0000000000    60.0000000000 
   90.0000000000    40.0000000000 
  105.0000000000    40.0000000000 
  110.0000000000    50.0000000000 
  100.0000000000    50.0000000000 


  150.0000000000    50.0000000000 
  160.0000000000    50.0000000000 
  155.0000000000    60.0000000000 
  140.0000000000    60.0000000000 
  140.0000000000    40.0000000000 
  155.0000000000    40.0000000000 
  160.0000000000    50.0000000000 
  150.0000000000    50.0000000000 


  200.0000000000   125.0000000000 
  210.0000000000   125.0000000000 
  205.0000000000   135.0000000000 
  190.0000000000   135.0000000000 
  190.0000000000   115.0000000000 
  205.0000000000   115.0000000000 
  210.0000000000   125.0000000000 
  200.0000000000   125.0000000000 


   25.0000000000   175.0000000000 
   75.0000000000   175.0000000000 
   75.0000000000   125.0000000000 
   25.0000000000   125.0000000000 
   25.0000000000   175.0000000000 


  125.0000000000   225.0000000000 
  175.0000000000   225.0000000000 
  175.0000000000   175.0000000000 
  125.0000000000   175.0000000000 
  125.0000000000   225.0000000000 


  175.0000000000    85.0000000000 
  225.0000000000    85.0000000000 
  225.0000000000    35.0000000000 
  175.0000000000    35.0000000000 
  175.0000000000    85.0000000000 


